company_name,country,source
"SAIC VOLKSWAGEN AUTOMOTIVE CO., LTD. NANJING BRANCH",CN,orbis
LCI INDUSTRIES,US,orbis
MERCEDES-BENZ JAPAN G.K.,JP,orbis
"FAW-VOLKSWAGEN AUTOMOTIVE CO., LTD. FOSHAN BRANCH",CN,orbis
DRB-HICOM BERHAD,MY,orbis
"NINGBO TUOPU GROUP CO.,LTD.",CN,orbis
"GAOYOU DONGFANGYOUDU ENVIRONMENTAL CLEANING SERVICE CO., LTD.",CN,orbis
VOLVO CAR GERMANY GMBH,DE,orbis
"VOLKSWAGEN AUTOMATIC TRANSMISSION (TIANJIN) CO., LTD.",CN,orbis
"ZHEJIANG GEELY AUTOMOBILE CO., LTD. NINGBO HANGZHOU BAY PLANT",CN,orbis
SOCIETE MECANIQUE AUTOMOBILE DE L'EST,FR,orbis
PEUGEOT CITROEN MULHOUSE SNC,FR,orbis
KAMAZ PUBLICLY TRADED COMPANY,RU,orbis
"YANASE&CO.,LTD.",JP,orbis
"NEXTAGE CO.,LTD.",JP,orbis
"CHINA NATIONAL HEAVY DUTY TRUCK GROUP JINAN COMMERCIAL VEHICLE CO., LTD.",CN,orbis
"NINGBO HUAXIANG ELECTRONIC CO., LTD.",CN,orbis
HYUNDAI MOTOR DEUTSCHLAND GMBH,DE,orbis
"WUHAN CHIBA AUTO PARTS CO., LTD.",CN,orbis
AUTOMOBILI LAMBORGHINI S.P.A.,IT,orbis
"DAQING FENGWO AUTOMOBILE SALES CO., LTD.",CN,orbis
GREAT WALL MOTOR RUS LIMITED LIABILITY COMPANY,RU,orbis
ASIAN HONDA MOTOR CO LTD,TH,orbis
"DAQING VOLVO CAR MANUFACTURING CO., LTD.",CN,orbis
"XIAOPENG MOTORS SALES CO., LTD.",CN,orbis
KIA UK LIMITED,GB,orbis
BILIA AB,SE,orbis
PEUGEOT CITROEN SOCHAUX SNC,FR,orbis
"WEICHAI POWER CO., LTD.",CN,orbis
"DEEP BLUE AUTO SALES (CHONGQING) CO., LTD.",CN,orbis
TOYOTA MOTOR ITALIA S.P.A.,IT,orbis
"CIMC VEHICLES (GROUP) CO., LTD.",CN,orbis
TI FLUID SYSTEMS LIMITED,GB,orbis
SUPER GROUP LIMITED,ZA,orbis
MARTINREA INTERNATIONAL INC.,CA,orbis
"JIANGMEN ZHICHENG GENERAL MACHINERY CO., LTD.",CN,orbis
"NORTH LINYUN INDUSTRIAL GROUP CO.,LTD",CN,orbis
GARRETT MOTION INC.,US,orbis
MOELLER MOBILITY GROUP AS,NO,orbis
MERCEDES-BENZ ITALIA S.P.A.,IT,orbis
HIAB OYJ,FI,orbis
"SHIYAN FANGDE MECHANICAL AND ELECTRICAL EQUIPMENT CO., LTD.",CN,orbis
BAHMAN DIEZEL COMPANY PUBLIC JOINT STOCK,IR,orbis
LIMITED LIABILITY COMPANY GEELY-MOTORS,RU,orbis
RENAULT RETAIL GROUP,FR,orbis
"FPT INDUSTRIAL S.P.A. O, PER ESTESO, FIAT POWERTRAIN TECHNOLOGIES INDUSTRIAL S.P.A.",IT,orbis
"STANLEY ELECTRIC CO., LTD.",JP,orbis
WE BUY ANY CAR LIMITED,GB,orbis
PHINIA INC.,US,orbis
TOYOTA ESPANA SL,ES,orbis
HORSE POWERTRAIN SPAIN SL.,ES,orbis
IRAN AUTO PARTS INDUSTRIAL COMPANY PUBLIC JOINT STOCK,IR,orbis
AMPERE ELECTRICITY,FR,orbis
"FLEETPRIDE, INC.",US,orbis
"TOYOTA MOTOR MANUFACTURING CZECH REPUBLIC, S.R.O.",CZ,orbis
IDOM INC.,JP,orbis
BMW VERTRIEBS GMBH,AT,orbis
"JIANGSU YUEDA KIA MOTOR CO., LTD.",CN,orbis
IVECO ESPANA SLU,ES,orbis
"KAI YUE AUTO PARTS MANUFACTURING (ZHANGJIAKOU) CO., LTD.",CN,orbis
"BEIJING HYUNDAI MOTOR CO., LTD. SALES BRANCH",CN,orbis
MINTH GROUP LIMITED,KY,orbis
"AUDI CHINA ENTERPRISE MANAGEMENT CO., LTD.",CN,orbis
ISUZU MOTORS INTERNATIONAL OPERATIONS (THAILAND) CO LTD,TH,orbis
"ALLISON TRANSMISSION HOLDINGS, INC.",US,orbis
MAN TRUCKS SP. Z O.O.,PL,orbis
HYUNDAI MOTOR UK LIMITED,GB,orbis
RENAULT ESPANA COMERCIAL SA,ES,orbis
"CHANGSHA XINGCHAO AUTO CO., LTD.",CN,orbis
"ZHONGJIA AUTOMOBILE MANUFACTURING(CHENGDU) CO., LTD.",CN,orbis
"TESLA MOTORS AUSTRALIA, PTY LTD",AU,orbis
"ADVICS CO.,LTD.",JP,orbis
"DONGFENG TRUCKS CO., LTD.",CN,orbis
TRELLEBORG AB,SE,orbis
DENSO EUROPE B.V.,NL,orbis
NFI GROUP INC.,CA,orbis
"SAIC MAXUS AUTOMOTIVE CO., LTD.",CN,orbis
"FAW-VOLKSWAGEN AUTOMOTIVE CO., LTD. QINGDAO BRANCH",CN,orbis
FORD MOTOR COMPANY (THAILAND) CO LTD,TH,orbis
"SCHAEFFLER TRADING (SHANGHAI) CO., LTD.",CN,orbis
"ZHEJIANG CENTURY HUATONG GROUP CO.,LTD",CN,orbis
"JIANGLING AUTOMOBILE SALES CO., LTD.",CN,orbis
ISUZU MOTORS SALES LTD.,JP,orbis
"BEIJING BENZ AUTOMOTIVE CO., LTD. SHUNYI BRANCH",CN,orbis
BOYD GROUP SERVICES INC.,CA,orbis
"BEIJING IDEAL AUTOMOBILE CO., LTD.",CN,orbis
TOYOTA MOBILITY TOKYO INC.,JP,orbis
CHINA MEIDONG AUTO HOLDINGS LIMITED,KY,orbis
"NINGBO JIFENG AUTO PARTS CO., LTD.",CN,orbis
RENAULT DO BRASIL S.A.,BR,orbis
"GONGZHULING BOHANG SPECIAL PURPOSE VEHICLE CO., LTD.",CN,orbis
"HUANGSHI DONGBAO TRADING CO., LTD.",CN,orbis
BMW BELGIUM LUXEMBOURG,BE,orbis
NISSAN MOTOR (GB) LIMITED,GB,orbis
"BEIJING FOTON INTERNATIONAL MOTOR CO., LTD.",CN,orbis
VOLKSWAGEN GROUP SVERIGE AB,SE,orbis
"HU'NAN GEELY AUTOMOBILE PARTS CO., LTD.",CN,orbis
"HENAN ABCD AUTO SERVICE CO., LTD.",CN,orbis
"BEIJING FOTON DAIMLER AUTOMOTIVE CO., LTD.",CN,orbis
"SHANGHAI ZHIYI INSTRUMENT CO., LTD.",CN,orbis
RENAULT U.K. LIMITED,GB,orbis
VOLVO CAR UK LIMITED,GB,orbis
PEUGEOT MOTOR COMPANY PLC,GB,orbis
TOYOTA DEUTSCHLAND GMBH,DE,orbis
CHINA ZHENGTONG AUTO SERVICES HOLDINGS LIMITED,KY,orbis
"ANQING XINGKAI AUTOMOBILE TRADING CO., LTD.",CN,orbis
"SUNGWOO HITECH CO.,LTD.",KR,orbis
BEIJING HYUNDAI MOTOR COMPANY BEIJING BRANCH,CN,orbis
"SCHAEFFLER (CHINA) CO., LTD.",CN,orbis
"WUHAN JIANGHUAN AUTOMOBILE SALES CO., LTD.",CN,orbis
LOHOMIJ B.V.,NL,orbis
"CHANGAN FORD AUTOMOBILE CO., LTD. HANGZHOU BRANCH",CN,orbis
"FAW JIEFANG QINGDAO AUTOMOBILE CO., LTD.",CN,orbis
"TIANJIN FAW TOYOTA MOTOR CO., LTD. NEW ENERGY BRANCH",CN,orbis
NISSAN MOTOR (THAILAND) CO LTD,TH,orbis
ARAMIS GROUP,FR,orbis
"WINNEBAGO INDUSTRIES, INC.",US,orbis
GREAT WALL MOTOR COMPANY LIMITED TAIZHOU BRANCH,CN,orbis
AUTOTORINO S.P.A.,IT,orbis
"ZHEJIANG JIRUN MEISHAN AUTO PARTS CO., LTD.",CN,orbis
IVECO FRANCE,FR,orbis
"MACHENG FUDIE AUTO PARTS CO., LTD.",CN,orbis
ADIENT MEXICO SRL,MX,orbis
"NINGBO JIRUN AUTO PARTS CO., LTD.",CN,orbis
"ZHUZHOU TIMES NEW MATERIAL TECHNOLOGY CO., LTD",CN,orbis
"NISSAN (CHINA) INVESTMENT CO., LTD.",CN,orbis
BENTLEY MOTORS LIMITED,GB,orbis
VE COMMERCIAL VEHICLES LIMITED,IN,orbis
"SEOYONEHWA CO.,LTD.",KR,orbis
GREAT WALL MOTOR COMPANY LIMITED JINGMEN BRANCH,CN,orbis
KIA DEUTSCHLAND GMBH,DE,orbis
COOPER-STANDARD HOLDINGS INC.,US,orbis
SAUDI AUTOMOTIVE SERVICES COMPANY (SAUDI JOINT STOCK COMPANY),SA,orbis
"YUYAO LYNK & CO AUTO PARTS CO., LTD.",CN,orbis
FORD ITALIA S.P.A.,IT,orbis
UD TRUCKS CORPORATION,JP,orbis
"TRI-RING GROUP CO., LTD.",CN,orbis
FORD RETAIL LIMITED,GB,orbis
"NINGBO HUAXIANG ELECTRONICS CO., LTD.",CN,orbis
CHANGCHUN FAWAY AUTOMOBILE COMPONENTS COMPANY LIMITED,CN,orbis
"JIANGSU XINDIAN INTERACTION AUTOMOBILE SALES SERVICE CO., LTD.",CN,orbis
VAUXHALL MOTORS LIMITED,GB,orbis
BMW (UK) MANUFACTURING LIMITED,GB,orbis
ABC TECHNOLOGIES INC,CA,orbis
"KAWASAKI  MOTORS,LTD.",JP,orbis
KG MOBILITY CORP.,KR,orbis
"TESLA AUTOMOBILE SALES AND SERVICE (SHANGHAI) CO., LTD.",CN,orbis
"YULON MOTOR CO.,LTD",TW,orbis
EVANS HALSHAW LIMITED,GB,orbis
"SHAANXI HEAVY DUTY AUTOMOBILE IMPORT & EXPORT CO., LTD.",CN,orbis
"BAOJI GEELY AUTOMOTIVE PARTS CO., LTD.",CN,orbis
"SHIYAN YUNLIHONG INDUSTRY AND TRADE CO., LTD.",CN,orbis
BOSCH CORPORATION,JP,orbis
"HOLMAN AUTOMOTIVE GROUP, INC.",US,orbis
LING YUN INDUSTRIAL CORPORATION LIMITED,CN,orbis
MODINE MANUFACTURING COMPANY,US,orbis
"SHANXI NOVELLAND GROUP JINZHONG RUICHANG AUTOMOBILE SALES SERVICE CO., LTD.",CN,orbis
VOLVO CAR SVERIGE AKTIEBOLAG,SE,orbis
"SHIYAN RUIGAO AUTO PARTS CO., LTD.",CN,orbis
"TUANFENG COUNTY BLUE SKY MOTORCYCLE SALES CO., LTD.",CN,orbis
"TRUCKPRO, LLC",US,orbis
"VOYAH AUTOMOBILE TECHNOLOGY CO., LTD.",CN,orbis
BMW IBERICA SAU.,ES,orbis
SYTNER LIMITED,GB,orbis
"WANYOU AUTOMOBILE INVESTMENT CO., LTD.",CN,orbis
"RENAULT KOREA CO.,LTD",KR,orbis
MOBIS AUTOMOTIVE CZECH S.R.O.,CZ,orbis
"HUBEI JIUDA AUTO PARTS MANUFACTURING CO., LTD.",CN,orbis
"FAW TOYOTA MOTOR (CHENGDU) CO., LTD.",CN,orbis
VOLVO POWERTRAIN AKTIEBOLAG,SE,orbis
AMSTED INDUSTRIES INCORPORATED,US,orbis
TRI PETCH ISUZU SALES CO LTD,TH,orbis
TOPRE CORPORATION,JP,orbis
SKANDINAVISK MOTOR CO. A/S,DK,orbis
ROBERT BOSCH FRANCE,FR,orbis
GEELY AUTOMOBILE INTERNATIONAL CORPORATION,CN,orbis
"CHERY AUTOMOBILE CO., LTD. SPARE PARTS BRANCH",CN,orbis
TRUTOKS,RU,orbis
"WUHAN XIELI ELECTRICAL EQUIPMENT CO., LTD.",CN,orbis
"ZHAOQING XIAOPENG NEW ENERGY INVESTMENT CO., LTD. GUANGZHOU BRANCH",CN,orbis
"DENSO (CHINA) INVESTMENT CO., LTD. GUANGZHOU BRANCH",CN,orbis
IOCHPE MAXION S.A.,BR,orbis
"BAIC GROUP OFF-ROAD VEHICLE CO., LTD.",CN,orbis
"VOYAH AUTOMOBILE SALES AND SERVICE CO., LTD.",CN,orbis
"GREAT WALL MOTOR CO., LTD. TIANJIN HAVAL BRANCH",CN,orbis
"REV GROUP, INC.",US,orbis
JB POINDEXTER & CO INC,US,orbis
FMC AUTOMOBILES,FR,orbis
"DONGFENG HONDA ENGINE CO., LTD.",CN,orbis
"VIRIDI E-MOBILITY TECHNOLOGY (NINGBO) CO., LTD.",CN,orbis
TESLA MOTORS LIMITED,GB,orbis
THACO AUTO DISTRIBUTION COMPANY LIMITED,VN,orbis
TOYOTA MOTOR MANUFACTURING (UK) LIMITED,GB,orbis
SIAM TOYOTA MANUFACTURING CO LTD,TH,orbis
SAUDI AUTOMOTIVE SERVICES CO,SA,orbis
"ELLIOTT AUTO SUPPLY CO., INC",US,orbis
WHEEL PROS LLC,US,orbis
"CHINA FAW GROUP IMPORT & EXPORT CO., LTD.",CN,orbis
"JINGZHOU LINYOU INDUSTRY AND TRADE CO., LTD.",CN,orbis
"HEFEI CHANG'AN AUTOMOBILE CO., LTD.",CN,orbis
"WUHU ACTECO POWERTRAIN CO., LTD.",CN,orbis
SOCIETE VEHICULES AUTOMOBILES BATILLY,FR,orbis
XIA COUNTY HONGXING GAS STATION,CN,orbis
"BEIJING HYUNDAI MOTOR CO., LTD.",CN,orbis
SOCIETE EUROPEENNE DE VEHICULES LEGERS DU NORD - SEVEL NORD,FR,orbis
"SAIC MAXUS AUTOMOTIVE CO., LTD. WUXI BRANCH",CN,orbis
LOOKERS MOTOR GROUP LIMITED,GB,orbis
SHANGHAI HUIZHONG AUTOMOBILE MANUFACTURING COMPANY,CN,orbis
SCHMITZ CARGOBULL AKTIENGESELLSCHAFT,DE,orbis
"ANHUI HELI CO.,LTD.",CN,orbis
"DONGFENG LIUZHOU MOTOR CO., LTD.",CN,orbis
"XI'AN BYD AUTO PARTS CO., LTD.",CN,orbis
VT HOLDINGS CO LTD,JP,orbis
MARSHALL MOTOR GROUP LIMITED,GB,orbis
PLATFORM A JOINT-STOCK COMPANY,RU,orbis
NISSAN SHATAI CO LTD,JP,orbis
"ZHENYI AUTOMOBILE CO., LTD.",CN,orbis
DRIVEN BRANDS HOLDINGS INC.,US,orbis
PINGYUAN COUNTY SISHUI GAS STATION,CN,orbis
"ASIA EURO AUTOMOBILE MANUFACTURING (TAIZHOU) CO., LTD.",CN,orbis
MITSUBA CORPORATION,JP,orbis
MERCEDES-BENZ BELGIUM LUXEMBOURG,BE,orbis
YAZAKI EUROPE LIMITED,GB,orbis
"VOLVO CAR DISTRIBUTION (SHANGHAI) CO., LTD.",CN,orbis
"DAIHATSU MOTOR KYUSHU CO.,LTD.",JP,orbis
GENTEX CORP,US,orbis
MAGYAR SUZUKI ZARTKORUEN MUKODO RESZVENYTARSASAG,HU,orbis
"SHANGHAI HUIZHONG AUTOMOBILE MANUFACTURING CO., LTD.",CN,orbis
"SHIYAN HENUO AUTO PARTS CO., LTD.",CN,orbis
"HANGCHA GROUP CO.,LTD",CN,orbis
FAWER AUTOMOTIVE PARTS LIMITED COMPANY,CN,orbis
VITESCO TECHNOLOGIES GMBH,DE,orbis
G-TEKT CORPORATION,JP,orbis
"APTIV ELECTRIC SYSTEMS CO., LTD.",CN,orbis
"AISAN INDUSTRY CO., LTD.",JP,orbis
GREENHOUS GROUP (HOLDINGS) LIMITED,GB,orbis
AUDI BRUSSELS,BE,orbis
DOMETIC GROUP AB,SE,orbis
SYMBOTIC INC.,US,orbis
GROUP 1 RETAIL LIMITED,GB,orbis
"ZHEJIANG WANFENG AUTO WHEEL CO., LTD.",CN,orbis
PEUGEOT CITROEN PIECES DE RECHANGE,FR,orbis
SERVICE KING PAINT & BODY LLC,US,orbis
"ZHEJIANG GEELY AUTOMOBILE SALES CO., LTD.",CN,orbis
"SUZHOU INOVANCE AUTOMOTIVE CO., LTD.",CN,orbis
CHINA HARMONY AUTO HOLDING LIMITED,KY,orbis
CHINA HARMONY AUTO HOLDING LIMITED,KY,orbis
"BEIJING ELECTRIC VEHICLE CO., LTD.",CN,orbis
"VOLKSWAGEN FAW ENGINE (DALIAN) CO., LTD.",CN,orbis
EICHER MOTORS LIMITED,IN,orbis
MERCEDES-BENZ MANUFACTURING POLAND SP. Z O.O.,PL,orbis
BCA OUTSOURCE SOLUTIONS LIMITED,GB,orbis
"YANFENG ADIENT SEATING CO., LTD.",CN,orbis
KIA AUSTRALIA PTY LTD,AU,orbis
MAGNA PT B.V. & CO. KGAA,DE,orbis
SAIC GM WULING AUTOMOBILE COMPANY LIMITED QINGDAO BRANCH,CN,orbis
"SANGO CO.,LTD.",JP,orbis
"PCA SLOVAKIA, S.R.O.",SK,orbis
"WEINS TOYOTA KANAGAWA CO.,LTD.",JP,orbis
BOSCH LIMITED,IN,orbis
MAZDA AUSTRALIA PTY. LIMITED,AU,orbis
MEHRCAMP ARS COMPANY PUBLIC JOINT STOCK,IR,orbis
"DONGFENG LIUZHOU MOTOR CO., LTD.",CN,orbis
"AVATR CO., LTD.",CN,orbis
CHERY AUTOMOBILE RUS,RU,orbis
"SHANGHAI HUIZHONG AUTOMOTIVE MANUFACTURING CO., LTD.",CN,orbis
FCA FRANCE,FR,orbis
"UTILITY TRAILER MANUFACTURING COMPANY, LLC",US,orbis
"FIRST BRANDS GROUP, LLC",US,orbis
MOBIS SLOVAKIA S.R.O.,SK,orbis
EXEDY CORPORATION,JP,orbis
"BEIQI FOTON MOTOR CO., LTD. TIMES PILOT TRUCK PLANT",CN,orbis
"SHANGHAI ANJI AUTOMOBILE TRADING CO., LTD.",CN,orbis
"HUBEI XIAOGAN HUANCHENG TRADING CO., LTD.",CN,orbis
VOLKSWAGEN GROUP AUSTRALIA PTY LTD,AU,orbis
PORSCHE CARS GREAT BRITAIN LIMITED,GB,orbis
GORES GUGGENHEIM INC,US,orbis
TUHU CAR INC.,KY,orbis
TUHU CAR INC.,KY,orbis
FLEX-N-GATE LLC,US,orbis
GRAMMER AG,DE,orbis
HONDA CARS INDIA LIMITED,IN,orbis
HAVAL MOTOR MANUFACTURING RUS LLC,RU,orbis
"YADEA TECHNICAL DEVELOPMENT SALES CO., LTD.",CN,orbis
PERODUA GLOBAL MANUFACTURING SDN. BHD.,MY,orbis
F-TECH INC,JP,orbis
GOTTFRIED SCHULTZ B.V. & CO. KG,DE,orbis
"DORMAN PRODUCTS, INC.",US,orbis
"BAIC BLUEPARK NEW ENERGY TECHNOLOGY CO.,LTD.",CN,orbis
VERTU FOURTH INVESTMENTS LIMITED,GB,orbis
"SANYANG MOTOR CO., LTD",TW,orbis
FOREST RIVER INC,US,orbis
MEHVARSAZAN IRAN KHODRO INDUSTRIAL COMPANY PUBLIC JOINT STOCK,IR,orbis
HONDA MALAYSIA SDN. BHD.,MY,orbis
ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,GB,orbis
PROTON EDAR SDN. BHD.,MY,orbis
JATCO LTD,JP,orbis
HI-LEX CORPORATION,JP,orbis
JOINT-STOCK COMPANY ROLF,RU,orbis
PEUGEOT CITROEN AUTOMOBILES MAROC,MA,orbis
DJONSON METI SKOPJE DOOEL,MK,orbis
"XIAMEN C&D AUTOMOBILE CO., LTD.",CN,orbis
"CHERY COMMERCIAL VEHICLE (ANHUI) CO., LTD. HENAN BRANCH",CN,orbis
UNO MINDA LIMITED,IN,orbis
MOBIS INDIA LIMITED,IN,orbis
AISIN EUROPE,BE,orbis
"SAILUN TIRE SALES CO., LTD.",CN,orbis
"BAOJI GEELY AUTOMOBILE SALES CO., LTD.",CN,orbis
SAF-HOLLAND SE,DE,orbis
TESLA GERMANY GMBH,DE,orbis
AUTOKINITON GLOBAL GROUP LP,US,orbis
WABASH NATIONAL CORPORATION,US,orbis
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,BR,orbis
ASTON MARTIN LAGONDA LIMITED,GB,orbis
"SHIYAN HUYI INDUSTRY AND TRADE CO., LTD.",CN,orbis
SPOTLIGHT AUTOMOTIVE LIMITED,CN,orbis
IMMSI SPA,IT,orbis
VALEO ELECTRIFICATION,FR,orbis
BPW BERGISCHE ACHSEN KOMMANDITGESELLSCHAFT,DE,orbis
"BOSCH POWERTRAIN SYSTEMS CO., LTD.",CN,orbis
HYUNDAI MOTOR COMPANY AUSTRALIA PTY LIMITED,AU,orbis
CHANAN MOTORS RUS,RU,orbis
"CNPC BOHAI EQUIPMENT MANUFACTURING CO.,LTD",CN,orbis
VOLVO GROUP UK LIMITED,GB,orbis
"ZHEJIANG GEELY AUTOMOBILE CO., LTD. NINGBO HANGZHOU BAY SECOND BRANCH",CN,orbis
DECIDEBLOOM LIMITED,GB,orbis
KYUNGSHIN CORPORATION,KR,orbis
"SCHAEFFLER (CHINA) CO., LTD.",CN,orbis
"HANSUNG MOTOR CO.,LTD",KR,orbis
"KANAGAWA TOYOTA MOTOR SALES CO.,LTD",JP,orbis
ALLIANCE AUTOMOTIVE PROCUREMENT LIMITED,GB,orbis
IVECO DEUTSCHLAND AKTIENGESELLSCHAFT,DE,orbis
PORSCHE INTER AUTO GMBH & CO KG,AT,orbis
PERUSAHAAN OTOMOBIL NASIONAL SDN. BHD.,MY,orbis
UMW HOLDINGS BERHAD,MY,orbis
STELLANTIS BELUX,BE,orbis
ELRINGKLINGER AG,DE,orbis
VOLKSWAGEN MOTOR POLSKA SP. Z O.O.,PL,orbis
STELLANTIS &YOU UK LIMITED,GB,orbis
PERODUA MANUFACTURING SDN. BHD.,MY,orbis
AUTOSPORTS GROUP LIMITED,AU,orbis
BOYD GROUP INCOME FUND,CA,orbis
ONEWATER MARINE INC.,US,orbis
MAIS MOTORLU ARACLAR IMAL VE SATIS ANONIM SIRKETI,TR,orbis
LEAR CORPORATION GMBH,DE,orbis
PT INDOMOBIL SUKSES INTERNASIONAL TBK,ID,orbis
TESLA FRANCE,FR,orbis
FEDERAL SIGNAL CORPORATION,US,orbis
"SHANGHAI YANXING AUTOMOBILE SALES AND SERVICE CO., LTD.",CN,orbis
"GPB AUTOMOTIVE PORTFOLIO, LP",US,orbis
GPB AUTOMOTIVE PORTFOLIO LIMITED PARTNERSHIP,US,orbis
"EZHOU CHUHUI AUTOMOBILE SERVICE CO., LTD.",CN,orbis
DENSO SALES (THAILAND) CO LTD,TH,orbis
"CNHTC JINING COMMERCIAL VEHICLE CO., LTD.",CN,orbis
"IVECO CZECH REPUBLIC, A. S.",CZ,orbis
"SINOPEC SALES CO., LTD. GUANGDONG FOSHAN PETROLEUM BRANCH",CN,orbis
"CHANGZHOU XINGYU AUTOMOTIVE LIGHTING SYSTEMS CO.,LTD.",CN,orbis
STELLANTIS GLIWICE SP. Z O.O.,PL,orbis
VINFAST AUTO LTD.,SG,orbis
"MERCEDES BENZ (BEIJING) PARTS TRADING SERVICE CO., LTD.",CN,orbis
"CHERY AUTOMOBILE CO., LTD. DALIAN BRANCH",CN,orbis
"CHONGQING MACHINERY & ELECTRONICS HOLDING (GROUP) CO., LTD.",CN,orbis
BERTEL O. STEEN HOLDING AS,NO,orbis
"SAIC VOLKSWAGEN AUTOMOTIVE CO., LTD. YIZHENG BRANCH",CN,orbis
"GUIZHOU GEELY AUTOMOBILE MANUFACTURING CO., LTD.",CN,orbis
OPTIMUS GROUP COMPANY LIMITED,JP,orbis
HYUNDAI KEFICO CORPORATION,KR,orbis
NANJING AUTOMOBILE (GROUP) CORPORATION,CN,orbis
FIAT INDIA AUTOMOBILES PRIVATE LIMITED,IN,orbis
EMIL FREY NEDERLAND N.V.,NL,orbis
"OPENLANE, INC.",US,orbis
"TESLA MOTORS SALES AND SERVICE (NANJING) CO., LTD.",CN,orbis
K.K. HONDA MOBILITY SOUTH KANTO,JP,orbis
"NISSAN SHATAI KYUSHU CO., LTD.",JP,orbis
"WANXIANG QIANCHAO CO.,LTD.",CN,orbis
"FOSHAN CHANGFENG AUTO PARTS CO., LTD.",CN,orbis
SWIFT HOLDINGS INVESTMENTS PTY LTD,AU,orbis
"SEOJIN AUTOMOTIVE CO.,LTD.",KR,orbis
PAN GERMAN UNIVERSAL MOTORS LIMITED,TW,orbis
APTIV SERVICES DEUTSCHLAND GMBH,DE,orbis
KENWORTH MEXICANA SA DE CV,MX,orbis
TOYOTA MOTOR EUROPE ADAPAZARI SUBESI,TR,orbis
DELEK AUTOMOTIVE SYSTEMS LIMITED,IL,orbis
ZF CV SYSTEMS EUROPE,BE,orbis
TATA PASSENGER ELECTRIC MOBILITY LIMITED,IN,orbis
