company_name,country,source
MITSUBISHI MOTORS AUSTRALIA LIMITED,AU,orbis
TUPY S.A.,BR,orbis
LISTERS GROUP LIMITED,GB,orbis
UNI-SELECT INC,CA,orbis
"CHONGQING LINGYAO AUTOMOBILE CO., LTD.",CN,orbis
SERVCO AUSTRALIA PTY LTD,AU,orbis
EMIL FREY MOTORS B.V.,NL,orbis
NIROO MOHAREKE INDUSTRIAL COMPANY PUBLIC JOINT STOCK,IR,orbis
BROSE SITECH SP. Z O.O.,PL,orbis
NORDAUNES BILSALG,NO,orbis
ROBERT BOSCH SRL,RO,orbis
"IM MOTORS TECHNOLOGY CO., LTD.",CN,orbis
"VALIN ARCELORMITTAL AUTOMOTIVE STEEL CO., LTD.",CN,orbis
VALVOLINE INC.,US,orbis
VEHO OY AB,FI,orbis
BENTELER AUTOMOBILTECHNIK GMBH,DE,orbis
"ARAI SHOJI CO.,LTD",JP,orbis
"HANGZHOU GEELY AUTOMOBILE CO., LTD.",CN,orbis
MANN+HUMMEL GMBH,DE,orbis
VOLKSWAGEN GROUP JAPAN K.K.,JP,orbis
YURA CORPORATION,KR,orbis
"BRIDGESTONE TIRE SOLUTION JAPAN CO.,LTD.",JP,orbis
"NANJING CHANGAN AUTOMOBILE CO., LTD.",CN,orbis
MERCEDES-BENZ GROUP AUSTRALIA/PACIFIC PTY LTD,AU,orbis
MERCEDES-BENZ AUSTRALIA/PACIFIC PTY LTD,AU,orbis
JCT600 LIMITED,GB,orbis
"JAGUAR LAND ROVER (NINGBO) TRADING CO., LTD.",CN,orbis
"VOLKSWAGEN AUTOMATIC TRANSMISSION (DALIAN) CO., LTD.",CN,orbis
"SHANGHAI ANJI MINGSHI AUTOMOBILE SERVICE CO., LTD.",CN,orbis
NISSAN WEST EUROPE,FR,orbis
VOLVO GROUP AUSTRALIA PTY LTD,AU,orbis
LEAR EUROPEAN HOLDING SLU,ES,orbis
"EXQUISITE AUTOMOTIVE SYSTEMS CO., LTD.",CN,orbis
MOTHERSON SAS AUTOMOTIVE SYSTEMS AND TECHNOLOGIES SLOVAKIA S.R.O.,SK,orbis
"CHANGXING GEELY AUTO PARTS CO., LTD.",CN,orbis
MG MOTOR UK LTD,GB,orbis
TAN CHONG INTERNATIONAL LIMITED,BM,orbis
"CHERY JAGUAR LAND ROVER AUTOMOTIVE CO., LTD.",CN,orbis
"BRILLIANCE AUTO GROUP HOLDINGS CO., LTD.",CN,orbis
"DONGFENG NISSAN AUTOMOBILE SALES CO., LTD. XIANGYANG BRANCH",CN,orbis
VOLKSWAGEN GROUP IMPORT COMPANY LIMITED,CN,orbis
PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,AU,orbis
"JIANGXI JIANGLING MOTORS IMPORT & EXPORT CO., LTD.",CN,orbis
AUTODOC SE,DE,orbis
DIN BIL SVERIGE AB,SE,orbis
LKQ GROUP (UK) LIMITED,GB,orbis
"BOSCH POWERTRAIN SYSTEMS CO., LTD.",CN,orbis
"ZHEJIANG LINGPAO AUTOMOBILE SALES SERVICE CO., LTD.",CN,orbis
"YANFENG AUTOMOTIVE INTERIOR SYSTEMS (SHANGHAI) CO., LTD.",CN,orbis
"ZHEJIANG GEELY AUTOMOBILE CO., LTD. CHENGDU BRANCH",CN,orbis
SEMLER MOBILITY RETAIL A/S,DK,orbis
TOYOTA TSUSHO EUROPE,BE,orbis
SCANIA (GREAT BRITAIN) LIMITED,GB,orbis
"DONGFENG AUTOMOBILE CO., LTD.",CN,orbis
HARALD A MOELLER AS,NO,orbis
UMW TOYOTA MOTOR SDN. BHD.,MY,orbis
"OSAKA TOYOPET CO.,LTD.",JP,orbis
JAGUAR LAND ROVER DEUTSCHLAND GMBH,DE,orbis
"NANJING MINGJUE AUTOMOBILE TRADING CO., LTD.",CN,orbis
STELLANTIS &YOU ITALIA S.P.A.,IT,orbis
AUTOSPORTS SUTHERLAND PTY LIMITED,AU,orbis
AUMOVIO TECHNOLOGIES ROMANIA S.R.L.,RO,orbis
RENAULT POLSKA SP. Z O.O.,PL,orbis
"K CAR CO.,LTD.",KR,orbis
MERCEDES-BENZ INDIA PRIVATE LIMITED,IN,orbis
"SHANGHAI LANTU INFORMATION TECHNOLOGY CO., LTD.",CN,orbis
"CRASH CHAMPIONS, LLC",US,orbis
MOTUS GROUP (UK) LIMITED,GB,orbis
TOYOTA MOTOR MANUFACTURING POLAND SP. Z O.O.,PL,orbis
"WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD.",CN,orbis
ELECTRIC KHODRO SHARGH COMPANY PUBLIC JOINT STOCK,IR,orbis
KOLON MOBILITY GROUP CORPORATION,KR,orbis
KNORR-BREMSE SYSTEME FUER NUTZFAHRZEUGE GMBH,DE,orbis
ECO PLASTIC CORPORATION,KR,orbis
"H-ONE CO.,LTD.",JP,orbis
BMW JAPAN CORP.,JP,orbis
MANNAI CORPORATION Q.P.S.C.,QA,orbis
BERTEL O STEEN AS,NO,orbis
"MICHELIN (CHINA) INVESTMENT CO., LTD.",CN,orbis
"YUTONG BUS CO., LTD. NEW ENERGY BUS BRANCH",CN,orbis
TATA AUTOCOMP SYSTEMS LIMITED,IN,orbis
HAYASHI TELEMPU CORPORATION,JP,orbis
"BRUCKNER TRUCK SALES, INC",US,orbis
"TOYOTA MOTOR HOKKAIDO,INC.",JP,orbis
"CHANGCHUN FAWAY ADIENT AUTOMOTIVE SYSTEMS CO., LTD.",CN,orbis
PEUGEOT CITROEN POISSY SNC,FR,orbis
MOTORPOINT GROUP PLC,GB,orbis
IBC VEHICLES LIMITED,GB,orbis
WE BUY CARS HOLDINGS LIMITED,ZA,orbis
MERCEDES-BENZ NEDERLAND B.V.,NL,orbis
"CHERY NEW ENERGY AUTOMOTIVE CO., LTD.",CN,orbis
"SINOTRUK JINAN POWER CO., LTD.",CN,orbis
AJAX I,US,orbis
CAZOO GROUP LTD,KY,orbis
VOLVO PARTS AKTIEBOLAG,SE,orbis
GEELY AUTOMOBILE INTERNATIONAL CORPORATION,CN,orbis
CL 1 REALISATIONS LTD,GB,orbis
ISUZU ENGINE MANUFACTURING (THAILAND) CO LTD,TH,orbis
"CHERY JAGUAR LAND ROVER AUTO SALES CO., LTD.",CN,orbis
MITSUBISHI MOTORS EUROPE B.V.,NL,orbis
HENDY GROUP LIMITED,GB,orbis
"BAIC BLUEPARK MAGNA AUTOMOBILE CO., LTD.",CN,orbis
BLUE BIRD CORPORATION,US,orbis
"VOLKSWAGEN FAW PLATFORM CO., LTD.",CN,orbis
"GAC TOYOTA ENGINE CO., LTD.",CN,orbis
DEUTSCH MOTORS INC.,KR,orbis
"CHANGSHA BYD ELECTRONICS CO., LTD.",CN,orbis
"SHANGHAI CELEBRITY AUTO SALES CO., LTD.",CN,orbis
HYUNDAI MOTOR ESPANA SL,ES,orbis
MOBIS PARTS EUROPE,BE,orbis
CROWN EQUIPMENT CORP,US,orbis
STAHLGRUBER GMBH,DE,orbis
B M W AUSTRALIA LTD.,AU,orbis
"BEIQI FOTON MOTOR CO., LTD. ZHUCHENG AUTOMOBILE PLANT",CN,orbis
BROEKHUIS BEHEER B.V.,NL,orbis
"TIANJIN DENSO ELECTRONICS CO., LTD.",CN,orbis
STANDARD MOTOR PRODUCTS INC,US,orbis
"KASAI KOGYO CO., LTD.",JP,orbis
KIA IBERIA SLU,ES,orbis
"NANJING MG MOTORS TRADING CO., LTD.",CN,orbis
PORSCHE HUNGARIA KERESKEDELMI KFT.,HU,orbis
GENTHERM INCORPORATED,US,orbis
"GUANGXI YUCHAI MACHINERY CO., LTD.",CN,orbis
"VALEO INTERIOR CONTROLS (SHENZHEN) CO., LTD.",CN,orbis
BOSCH SANAYI VE TICARET ANONIM SIRKETI,TR,orbis
"JINHUA LEAPMOTOR NEW ENERGY VEHICLE PARTS TECHNOLOGY CO., LTD.",CN,orbis
"SHIYAN XIEZHONG INDUSTRY AND TRADE CO., LTD.",CN,orbis
ABC TECHNOLOGIES HOLDINGS INC,CA,orbis
MOBIS PARTS EUROPE N.V MAGYARORSZAGI FIOKTELEPE,HU,orbis
RENAULT DEUTSCHLAND AG,DE,orbis
BMW NEDERLAND B.V.,NL,orbis
"GEELY AUTOMOBILE RESEARCH INSTITUTE (NINGBO) CO., LTD.",CN,orbis
"CHEHEJIA AUTOMOBILE SALES SERVICE (HANGZHOU) CO., LTD.",CN,orbis
NISSAN DEUTSCHLAND GMBH,DE,orbis
MOTHERSON SAS AUTOMOTIVE SERVICE CZECHIA S.R.O.,CZ,orbis
NEXTRAN CORPORATION,US,orbis
"DENSO (CHINA) INVESTMENT CO., LTD. TIANJIN XIQING BRANCH",CN,orbis
"GUANGXI YUCHAI MACHINERY CO.,LTD.",CN,orbis
BAIC MOTOR CORPORATION LIMITED ZHUZHOU BRANCH,CN,orbis
"DONGFENG CUMMINS ENGINE CO., LTD.",CN,orbis
"GIFU AUTO BODY CO.,LTD.",JP,orbis
SENSATA TECHNOLOGIES HOLLAND B.V.,NL,orbis
ROBERT BOSCH ENERGY AND BODY SYSTEMS GEPJARMUELEKTROMOSSAGI ALKATRESZ GYARTO ES FORGALMAZO KORLATOLT FELELOSSEGU TARSASAG,HU,orbis
SUTTONS INVESTMENTS PTY. LIMITED,AU,orbis
FOX FACTORY HOLDING CORP.,US,orbis
"GAC MOTOR CO., LTD. YICHANG BRANCH",CN,orbis
"AMERICA'S CAR-MART, INC.",US,orbis
"CAPITAL  MOTORS, INC.",TW,orbis
MARCOPOLO S.A.,BR,orbis
"SHANGHAI GKN HUAYU DRIVELINE SYSTEMS CO., LTD.",CN,orbis
"BETHEL AUTOMOTIVE SAFETY SYSTEMS CO.,LTD.",CN,orbis
STELLANTIS NEDERLAND B.V.,NL,orbis
"NINGBO HANGZHOU BAY NEW AREA GEELY AUTOMOBILE SALES CO., LTD.",CN,orbis
"HUICHUAN NEW ENERGY VEHICLE TECHNOLOGY (CHANGZHOU) CO., LTD.",CN,orbis
"CHANGXING GEELY AUTOMOBILE SALES CO., LTD.",CN,orbis
"PACIFIC INDUSTRIAL CO., LTD",JP,orbis
INCHCAPE AUSTRALIA LIMITED,AU,orbis
"CHONGQING WANLU AUTOMOBILE MAINTENANCE SERVICE CO., LTD.",CN,orbis
STEVEN EAGELL LIMITED,GB,orbis
STEVEN EAGELL HOLDINGS LIMITED,GB,orbis
"FUJIAN BENZ AUTOMOTIVE CO., LTD.",CN,orbis
PEUGEOT CITROEN RENNES SNC,FR,orbis
ROSENBAUER INTERNATIONAL AG,AT,orbis
PLACEMENTS ROBERT BERNARD LTEE,CA,orbis
NTP NAGOYA TOYOPET K.K.,JP,orbis
OPENLANE EUROPE,BE,orbis
INDIA YAMAHA MOTOR PRIVATE LIMITED,IN,orbis
"JINGZHOU ZHONGKE CNC EQUIPMENT MANUFACTURING CO., LTD.",CN,orbis
"DIMA HOLDINGS CO.,LTD",CN,orbis
ENDURANCE TECHNOLOGIES LTD,IN,orbis
"ZHEJIANG LINGPAO AUTOMOBILE SALES SERVICE CO., LTD.",CN,orbis
"BEIJING BAIC YANFENG AUTOMOTIVE PARTS CO., LTD.",CN,orbis
VINFAST TRADING AND PRODUCTION LIMITED LIABILITY COMPANY,VN,orbis
KILBIRNIE INVESTMENTS PTY. LIMITED,AU,orbis
"CHONGQING TSINGSHAN INDUSTRIAL CO., LTD.",CN,orbis
VOLVO CAR NEDERLAND B.V.,NL,orbis
VOLVO GROUP TRUCKS CENTRAL EUROPE GMBH,DE,orbis
"HENAN FENGLI TRADING CO., LTD.",CN,orbis
HYUNDAI MOTOR FRANCE,FR,orbis
CETAS OTOMOTIV ANONIM SIRKETI,TR,orbis
ROYAL TERBERG GROUP B.V.,NL,orbis
COMMERCIAL MOTOR VEHICLES PTY LTD,AU,orbis
JOHN CLARK (HOLDINGS) LIMITED,GB,orbis
"SHAANXI HANDE AXLE CO., LTD.",CN,orbis
AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,IN,orbis
HINO MOTORS ASIA LIMITED,TH,orbis
GITI TIRE (CHINA) INVESTMENT COMPANY LTD.,CN,orbis
"BEIJING FOTON CUMMINS ENGINE CO., LTD.",CN,orbis
YAMAHA MOTOR ASIA PTE LTD,SG,orbis
INALFA ROOF SYSTEMS GROUP B.V.,NL,orbis
PACCAR AUSTRALIA PTY. LTD.,AU,orbis
"SHANGHAI LANTU INFORMATION TECHNOLOGY CO., LTD.",CN,orbis
AURES HOLDINGS A.S.,CZ,orbis
SOGEFI S.P.A.,IT,orbis
"JIANGYIN MOULD PLASTIC GROUP CO., LTD.",CN,orbis
CINCH CARS LIMITED,GB,orbis
MOTOR SAZAN COMPANY PUBLIC JOINT STOCK,IR,orbis
"CHONGQING CHANG'AN KAICHENG AUTOMOTIVE TECHNOLOGY CO., LTD.",CN,orbis
MAZDA MOTORS (DEUTSCHLAND) GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,DE,orbis
AMPERE CLEON,FR,orbis
AUTOLIV ROMANIA SRL,RO,orbis
BMW (THAILAND) CO LTD,TH,orbis
BAPCOR LIMITED,AU,orbis
"SHANGHAI ZITU E-COMMERCE CO., LTD.",CN,orbis
"KUOTU MOTOR CO.,LTD.",TW,orbis
TPR CO LTD,JP,orbis
"GAC INTERNATIONAL CO., LTD.",CN,orbis
"DY DEOKYANG CO.,LTD.",KR,orbis
KIA FRANCE,FR,orbis
YULON FINANCE CORPORATION,TW,orbis
SCANIA FRANCE,FR,orbis
"SUIZHOU YITONG AUTOMOBILE SALES AND SERVICE CO., LTD.",CN,orbis
"TIANMEN YOUHAO AUTOMOBILE SERVICE CO., LTD.",CN,orbis
SR TECHNICS AUSTRALIA PTY LTD,AU,orbis
"STELLANTIS PORTUGAL, S.A.",PT,orbis
UNIVERSAL MOTORS ISRAEL LTD,IL,orbis
"SICHUAN LYNK & CO AUTOMOBILE MANUFACTURING CO., LTD.",CN,orbis
"PRESS KOGYO CO.,LTD.",JP,orbis
BETTERLIFE HOLDING LIMITED,KY,orbis
"SUPERIOR INDUSTRIES INTERNATIONAL, INC.",US,orbis
"LES SCHWAB TIRE CENTERS OF BOISE, LLC",US,orbis
AICHI TOYOTA WEST K.K.,JP,orbis
AUTODISTRIBUTION,FR,orbis
SUNFONDA GROUP HOLDINGS LIMITED,KY,orbis
HYUNDAI MOTOR CZECH S.R.O.,CZ,orbis
"LIUZHOU WULING AUTOMOBILE INDUSTRY CO., LTD.",CN,orbis
MILLER INDUSTRIES INC,US,orbis
acura,,ev_volumes
addax,,ev_volumes
aion,,ev_volumes
aishang,,ev_volumes
aito,,ev_volumes
aiways,,ev_volumes
aiways automobile,,ev_volumes
alfa romeo,,ev_volumes
alke,,ev_volumes
alpine,,ev_volumes
arcfox,,ev_volumes
audi,,ev_volumes
avatr,,ev_volumes
b on,,ev_volumes
baic,,ev_volumes
baidu,,ev_volumes
baizhi,,ev_volumes
baojun,,ev_volumes
baw,,ev_volumes
bentley,,ev_volumes
bestune,,ev_volumes
bjev,,ev_volumes
bmw,,ev_volumes
bmw group,,ev_volumes
bollore,,ev_volumes
borgward,,ev_volumes
brightdrop,,ev_volumes
brilliance,,ev_volumes
brilliance jinbei,,ev_volumes
brilliance swm,,ev_volumes
brilliance zinoro,,ev_volumes
buick,,ev_volumes
byd,,ev_volumes
byd dynasty,,ev_volumes
byd fleet,,ev_volumes
byd ocean,,ev_volumes
cadillac,,ev_volumes
cam,,ev_volumes
cenntro,,ev_volumes
cevo,,ev_volumes
changan,,ev_volumes
changan automobile group,,ev_volumes
changhe,,ev_volumes
chery,,ev_volumes
chery automobile,,ev_volumes
chevrolet,,ev_volumes
chrysler,,ev_volumes
cirelli,,ev_volumes
citroen,,ev_volumes
cmc,,ev_volumes
coradir,,ev_volumes
cupra,,ev_volumes
dacia,,ev_volumes
dayun,,ev_volumes
deepal,,ev_volumes
denza,,ev_volumes
dodge,,ev_volumes
dongfeng,,ev_volumes
dongfeng motor,,ev_volumes
ds,,ev_volumes
e go,,ev_volumes
ebro,,ev_volumes
emgrand,,ev_volumes
esagono,,ev_volumes
etesia,,ev_volumes
euler,,ev_volumes
ev house,,ev_volumes
evergrande,,ev_volumes
evolute,,ev_volumes
evum motors,,ev_volumes
exeed,,ev_volumes
fang cheng bao,,ev_volumes
faraday future,,ev_volumes
farizon,,ev_volumes
faw,,ev_volumes
feifan,,ev_volumes
fengguang,,ev_volumes
fengshen,,ev_volumes
ferrari,,ev_volumes
fiat,,ev_volumes
firefly,,ev_volumes
fisker,,ev_volumes
fomm,,ev_volumes
ford,,ev_volumes
forthing,,ev_volumes
foton,,ev_volumes
gac,,ev_volumes
galaxy,,ev_volumes
gecko,,ev_volumes
geely,,ev_volumes
geely auto group,,ev_volumes
geely necv group,,ev_volumes
geely volvo car group,,ev_volumes
genesis,,ev_volumes
geometry,,ev_volumes
gm,,ev_volumes
gmc,,ev_volumes
golden dragon,,ev_volumes
goupil,,ev_volumes
great wall,,ev_volumes
great wall motors,,ev_volumes
group,,ev_volumes
guangxi auto,,ev_volumes
guangxi automotive group,,ev_volumes
guizhou,,ev_volumes
guoxin,,ev_volumes
haima,,ev_volumes
hanteng,,ev_volumes
hanteng automobile,,ev_volumes
haval,,ev_volumes
hawtai,,ev_volumes
hawtai motor group,,ev_volumes
hedmos,,ev_volumes
hengchi,,ev_volumes
hengrun,,ev_volumes
henrey,,ev_volumes
hiphi,,ev_volumes
hitech,,ev_volumes
holden,,ev_volumes
honda,,ev_volumes
honda motor,,ev_volumes
hongqi,,ev_volumes
honri,,ev_volumes
horki,,ev_volumes
huazi,,ev_volumes
human horizon,,ev_volumes
hycan,,ev_volumes
hyundai,,ev_volumes
hyundai motor,,ev_volumes
im zhiji motor,,ev_volumes
isuzu,,ev_volumes
isuzu motors,,ev_volumes
iveco,,ev_volumes
iveco group,,ev_volumes
jac iev,,ev_volumes
jac motors,,ev_volumes
jaecoo,,ev_volumes
jaguar,,ev_volumes
jeep,,ev_volumes
jem,,ev_volumes
jemmell new energy,,ev_volumes
jetour,,ev_volumes
ji yue,,ev_volumes
jiangling motors,,ev_volumes
jiayuan,,ev_volumes
jiefang,,ev_volumes
jim,,ev_volumes
jmc,,ev_volumes
jmev,,ev_volumes
joylong,,ev_volumes
jun feng,,ev_volumes
juneyao,,ev_volumes
junpai,,ev_volumes
kailu,,ev_volumes
kaiyi,,ev_volumes
kandi,,ev_volumes
karma,,ev_volumes
karry,,ev_volumes
keyton,,ev_volumes
kia,,ev_volumes
king long,,ev_volumes
lamborghini,,ev_volumes
lancia,,ev_volumes
land rover,,ev_volumes
leapmotor,,ev_volumes
leopaard,,ev_volumes
levc,,ev_volumes
levdeo,,ev_volumes
lexus,,ev_volumes
li auto chj automotive,,ev_volumes
li xiang,,ev_volumes
lifan,,ev_volumes
lifan group,,ev_volumes
lightyear,,ev_volumes
lincoln,,ev_volumes
lingbox,,ev_volumes
lingxi,,ev_volumes
link tour,,ev_volumes
linktour,,ev_volumes
livan,,ev_volumes
lordstown,,ev_volumes
lordstown motors,,ev_volumes
lotus,,ev_volumes
lucid,,ev_volumes
lucid motors,,ev_volumes
luxeed,,ev_volumes
luxgen,,ev_volumes
lynk,,ev_volumes
maextro,,ev_volumes
mahindra,,ev_volumes
mahindra mahindra,,ev_volumes
man,,ev_volumes
maple,,ev_volumes
maserati,,ev_volumes
maxus,,ev_volumes
mazda,,ev_volumes
mazda motor,,ev_volumes
mclaren,,ev_volumes
mengshi,,ev_volumes
mercedes benz,,ev_volumes
mercedes benz group,,ev_volumes
mg,,ev_volumes
microlino,,ev_volumes
mine,,ev_volumes
mini,,ev_volumes
mitsubishi,,ev_volumes
mobility,,ev_volumes
mobilize,,ev_volumes
modern auto,,ev_volumes
moke,,ev_volumes
montra,,ev_volumes
moskvitch,,ev_volumes
motorinvest,,ev_volumes
mozo,,ev_volumes
mw,,ev_volumes
neta,,ev_volumes
neta auto,,ev_volumes
nevs,,ev_volumes
nextem,,ev_volumes
nio,,ev_volumes
nissan,,ev_volumes
omoda,,ev_volumes
onvo,,ev_volumes
opel vxh,,ev_volumes
ora,,ev_volumes
other,,ev_volumes
oushang,,ev_volumes
perodua,,ev_volumes
peugeot,,ev_volumes
pocco,,ev_volumes
poer,,ev_volumes
polestar,,ev_volumes
polestones,,ev_volumes
porsche,,ev_volumes
proton,,ev_volumes
qiantu,,ev_volumes
qingzhou,,ev_volumes
qiyuan,,ev_volumes
qoros,,ev_volumes
r n m alliance,,ev_volumes
radar,,ev_volumes
ram,,ev_volumes
range rover,,ev_volumes
red star,,ev_volumes
refine,,ev_volumes
rimac,,ev_volumes
rivian,,ev_volumes
rivian automotive,,ev_volumes
roewe,,ev_volumes
rolls royce,,ev_volumes
ruichi,,ev_volumes
saic,,ev_volumes
saleen,,ev_volumes
samsung,,ev_volumes
sany,,ev_volumes
sany group,,ev_volumes
seat,,ev_volumes
sehol,,ev_volumes
senia,,ev_volumes
seres,,ev_volumes
seres group,,ev_volumes
shangjie,,ev_volumes
sinogold,,ev_volumes
sinotruk,,ev_volumes
sitech,,ev_volumes
skoda,,ev_volumes
smart,,ev_volumes
soueast,,ev_volumes
ssangyong,,ev_volumes
stelato,,ev_volumes
stellantis,,ev_volumes
streetscooter,,ev_volumes
subaru,,ev_volumes
suda,,ev_volumes
sunra,,ev_volumes
suzuki,,ev_volumes
switch mobility,,ev_volumes
taga,,ev_volumes
tank,,ev_volumes
tata,,ev_volumes
tata jlr,,ev_volumes
tata motors,,ev_volumes
tesla,,ev_volumes
think,,ev_volumes
tianmei skywell,,ev_volumes
tingrui,,ev_volumes
togg,,ev_volumes
toyota,,ev_volumes
toyota motor,,ev_volumes
trumpchi,,ev_volumes
unspec,,ev_volumes
upower,,ev_volumes
venucia,,ev_volumes
viauto,,ev_volumes
vinfast,,ev_volumes
volvo,,ev_volumes
voyah,,ev_volumes
vw,,ev_volumes
vw group,,ev_volumes
wanren,,ev_volumes
wanxiang,,ev_volumes
weltmeister,,ev_volumes
wey,,ev_volumes
wingle,,ev_volumes
wm motors,,ev_volumes
wuling,,ev_volumes
xev,,ev_volumes
xiaokang,,ev_volumes
xiaomi,,ev_volumes
xiaopeng,,ev_volumes
xpeng,,ev_volumes
yangwang,,ev_volumes
yema,,ev_volumes
yema automobile,,ev_volumes
yibin kaiyi automobile,,ev_volumes
yogomo group,,ev_volumes
yu an,,ev_volumes
yuanhang,,ev_volumes
yudo,,ev_volumes
yudo auto,,ev_volumes
yunque lark,,ev_volumes
zedriv,,ev_volumes
zeekr,,ev_volumes
zhejiang kandi,,ev_volumes
zhidou,,ev_volumes
zoomlion,,ev_volumes
zotye,,ev_volumes
zotye auto,,ev_volumes
